hpsa_name,designation_type,hpsa_discipline_class,hpsa_status,hpsa_designation_date,hpsa_designation_last_update_date,rural_status,hpsa_population_type,counties,total_population,per_pov,med_hh
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/MFW/Homeless - MSSA 241a/Oxnard East,HPSA Population,Primary Care,Withdrawn,28/03/2007,02/07/2018,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Ventura,843843,9.8,79470
Low Income/Migrant Seasonal Farmworkers - Colusa C,HPSA Population,Primary Care,Withdrawn,15/03/2007,19/04/2012,Rural,Low Income Migrant Seasonal Worker Population HPSA,Colusa,21839,11.1,54861
Low Income/Migrant Seasonal Farmworkers - Tehachap,HPSA Population,Primary Care,Withdrawn,06/03/2007,29/03/2012,Rural,Low Income Migrant Seasonal Worker Population HPSA,Kern,909235,22.4,49812
Low Income/Migrant Seasonal Farmworkers - Tehachap,HPSA Population,Primary Care,Withdrawn,06/03/2007,29/03/2012,Rural,Low Income Migrant Seasonal Worker Population HPSA,Kern,909235,22.4,49812
Low Income/Migrant Seasonal Farmworkers - Tehachap,HPSA Population,Primary Care,Withdrawn,06/03/2007,29/03/2012,Rural,Low Income Migrant Seasonal Worker Population HPSA,Kern,909235,22.4,49812
Low Income/Migrant Seasonal Farmworkers - Tehachap,HPSA Population,Primary Care,Withdrawn,06/03/2007,29/03/2012,Non-Rural,Low Income Migrant Seasonal Worker Population HPSA,Kern,909235,22.4,49812
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
MSSA 48 - El Centro,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,01/07/2016,Non-Rural,Geographic Population,Imperial,179702,23.6,43327
Lytle Creek/Wrightwood (MSSA 148),Geographic HPSA,Primary Care,Withdrawn,13/10/2006,29/06/2012,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
City Terrace East/East L.A. (MSSA 78.2D),Geographic HPSA,Primary Care,Withdrawn,18/08/2006,29/05/2012,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
City Terrace East/East L.A. (MSSA 78.2D),Geographic HPSA,Primary Care,Withdrawn,18/08/2006,29/05/2012,Non-Rural,Geographic Population,Los Angeles,10014009,16.3,61308
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
Low Income/MFW/H - MSSA 35d/35f/Fresno East/North,HPSA Population,Primary Care,Withdrawn,22/05/2014,07/07/2021,Non-Rural,Low Income Homeless Migrant Farmworker Population HPSA,Fresno,1008654,25.5,48323
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
LI - MSSA 116g/Santa Ana South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Low Income Population HPSA,Orange,3186989,11.1,81642
MSSA 123.2 &amp; 124- Portola and Graeagle,Geographic HPSA,Primary Care,Designated,17/11/2022,17/11/2022,Rural,Geographic Population,Plumas,19790,12.6,53646
MSSA 123.2 &amp; 124- Portola and Graeagle,Geographic HPSA,Primary Care,Designated,17/11/2022,17/11/2022,Rural,Geographic Population,Plumas,19790,12.6,53646
MSSA 187/Castella/Lakehead/O,High Needs Geographic HPSA,Primary Care,Designated,13/04/2017,10/09/2021,Rural,Geographic Population,Shasta,182155,17.2,46663
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Non-Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Non-Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Non-Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
MSSA 65/California City,Geographic HPSA,Primary Care,Withdrawn,06/03/2007,25/06/2019,Rural,Geographic Population,Kern,909235,22.4,49812
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
LI/MFW - MSSA 221/Red Bluff,HPSA Population,Primary Care,Designated,20/01/2022,20/01/2022,Rural,Low Income Migrant Farmworker Population HPSA,Tehama,65829,20.9,40585
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
MSSA 96 - Atwater,Geographic HPSA,Primary Care,Designated,21/03/2024,21/03/2024,Non-Rural,Geographic Population,Merced,281202,20.3,47442
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Unknown,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 78.2m/Bellflower/Paramount South,HPSA Population,Primary Care,Designated,10/04/2023,10/04/2023,Non-Rural,Medicaid Eligible Population HPSA,Los Angeles,10014009,16.3,61308
ME - MSSA 161h/El Cajon Central and South/Fletcher Hills,HPSA Population,Primary Care,Designated,19/10/2020,19/10/2020,Non-Rural,Medicaid Eligible Population HPSA,San Diego,3298634,12.4,70693
MSSA 234.1 &amp; 235/Chinese Camp/Big Oak Flat,Geographic HPSA,Primary Care,Designated,01/05/1979,18/08/2021,Rural,Geographic Population,Tuolumne,55620,15.4,50431
MSSA 36.2/Hamilton City,High Needs Geographic HPSA,Primary Care,Designated,17/09/2009,10/09/2021,Rural,Geographic Population,Glenn,28917,16.7,46141
LI - MSSA 151h - Fontana Central/Rialto Central,HPSA Population,Primary Care,Designated,24/10/2022,24/10/2022,Non-Rural,Low Income Population HPSA,San Bernardino,2181654,17.6,56194
LI - MSSA 151h - Fontana Central/Rialto Central,HPSA Population,Primary Care,Designated,24/10/2022,24/10/2022,Non-Rural,Low Income Population HPSA,San Bernardino,2181654,17.6,56194
LI - MSSA 151h - Fontana Central/Rialto Central,HPSA Population,Primary Care,Designated,24/10/2022,24/10/2022,Non-Rural,Low Income Population HPSA,San Bernardino,2181654,17.6,56194
LI - MSSA 151h - Fontana Central/Rialto Central,HPSA Population,Primary Care,Designated,24/10/2022,24/10/2022,Non-Rural,Low Income Population HPSA,San Bernardino,2181654,17.6,56194
LI - MSSA 151h - Fontana Central/Rialto Central,HPSA Population,Primary Care,Designated,24/10/2022,24/10/2022,Non-Rural,Low Income Population HPSA,San Bernardino,2181654,17.6,56194
