HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059087200,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,872,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059087300,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,873,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059001802,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,18.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059075901,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,759.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059011721,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,117.21,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059011722,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,117.22,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059011720,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,117.20,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059087403,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,874.03,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059011601,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,116.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076204,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.04,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076205,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.05,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076206,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.06,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076208,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.08,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086301,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,863.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076201,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076202,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,762.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059075805,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,758.05,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086306,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,863.06,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086304,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,863.04,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086305,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,863.05,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086303,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,863.03,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059076101,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,761.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086701,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,867.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086702,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,867.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086407,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,864.07,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086501,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,865.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086502,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,865.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086601,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,866.01,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086602,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,866.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059011602,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,116.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086405,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,864.05,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086406,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,864.06,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086402,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,864.02,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 116q/Anaheim E/City of Orange N,10699906E4,HPSA Population,Primary Care,11,NA,CA,Withdrawn,24/07/2002,25/06/2014,Metropolitan,06059086404,Not applicable,25/06/2014,0.6,37037,,61728:1,Low Income Population HPSA,Non-Rural,,,,N,"Orange County, CA",,Region 9,CA,06059,06,California,Orange,059,1,,,864.04,,CA,CT,Census Tract,Low Income Population HPSA,1800,35237,M,LI,,3000:1,,11.75,W,Hpsa Pop,06/25/2014,06,California,Not Applicable,N,CA,06059,06,California,N,N,27/03/2024,03/27/2024
GRAEAGLE MEDICAL CLINIC RHC,10699906E1,Rural Health Clinic,Primary Care,14,NA,CA,Withdrawn,28/01/2014,06/02/2020,Unknown,POINT,,06/02/2020,,4744,,,,Rural,-120.6195886,39.76866712,,N,"Plumas County, CA",96103,Region 9,CA,06063,06,California,Plumas,063,1,7597 CA-89,Blairsden Graeagle,GRAEAGLE MEDICAL CLINIC RHC,10699906E1,,UNK,Unknown,Rural Health Clinic,,,0,,96103,,,,W,RHC,02/06/2020,06,California,,R,CA,06063,06,California,N,N,27/03/2024,03/27/2024
"Redwood Family Practrice, Inc.",10699906E0,Rural Health Clinic,Primary Care,11,NA,CA,Withdrawn,23/01/2014,25/06/2019,Unknown,POINT,,25/06/2019,,,,,,Rural,-124.1422067,40.78592724,,N,"Humboldt County, CA",95501,Region 9,CA,06023,06,California,Humboldt,023,1,2350 Buhne St,Eureka,"Redwood Family Practrice, Inc.",10699906E0,,UNK,Unknown,Rural Health Clinic,,,0,,95501-3238,,,,W,RHC,06/25/2019,06,California,,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Castle Family Health Center - Winton Clinic,10699906DY,Other Facility,Primary Care,0,NA,CA,Withdrawn,06/03/2007,29/06/2012,Non-Metropolitan,POINT,,29/06/2012,,,,,,Non-Rural,-120.6135284,37.38341263,,N,"Merced County, CA",95388,Region 9,CA,06047,06,California,Merced,047,1,6596 N Winton Way,Winton,Castle Family Health Center - Winton Clinic,10699906DY,,UNK,Unknown,Other Facility,,,N,,95388-9532,,,0,W,OFAC,06/29/2012,06,California,,N,CA,06047,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010400,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,104,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010700,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,107,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010502,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,105.02,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023000700,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,7,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010600,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,106,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010200,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,102,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023010300,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,103,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
Low Income - MSSA 39 & 40/Arcata/Eureka/McKinleyvi,10699906DX,HPSA Population,Primary Care,8,NA,CA,Withdrawn,26/09/2012,01/07/2016,Unknown,06023000600,Not applicable,01/07/2016,10.9,36084,,3310:1,Low Income Population HPSA,Rural,,,,N,"Humboldt County, CA",,Region 9,CA,06023,06,California,Humboldt,023,1,,,6,,CA,CT,Census Tract,Low Income Population HPSA,32700,3384,0,LI,,3000:1,92623,,W,Hpsa Pop,07/01/2016,06,California,Not Applicable,R,CA,06023,06,California,N,N,27/03/2024,03/27/2024
